tip	is_ST50	country	region	source	ST
GCA_050363115.1	NO				
GCA_050363155.1	NO				
GCA_050363355.1	NO				
GCA_050363375.1	NO				
GCA_050363395.1	NO				
GCA_050363415.1	NO				
GCA_050363435.1	NO				
GCA_050363455.1	NO				
GCA_050363475.1	NO				
GCA_050363495.1	NO				
GCA_050363515.1	NO				
GCA_050363715.1	NO				
GCA_050363775.1	NO				
GCA_050363815.1	NO				
GCA_050363835.1	NO				
GCA_050363875.1	NO				
GCA_050363895.1	NO				
GCA_050363995.1	NO				
GCA_050364015.1	NO				
GCA_050364035.1	NO				
GCA_050364055.1	NO				
GCA_050364075.1	NO				
GCA_050364095.1	NO				
GCA_050364115.1	NO				
GCA_050364135.1	NO				
GCA_050364215.1	NO				
GCA_050364235.1	NO				
GCA_050364255.1	NO				
GCA_050364355.1	NO				
GCA_050364775.1	NO				
GCA_050364795.1	NO				
GCA_050364935.1	NO				
GCA_050364955.1	NO				
GCA_050365115.1	NO				
GCA_050365175.1	NO				
GCA_050365455.1	NO				
GCA_050365495.1	NO				
GCA_050365975.1	NO				
GCA_050368365.1	NO				
GCA_050368385.1	NO				
GCA_050368405.1	NO				
GCA_050368485.1	NO				
GCA_050377115.1	NO				
GCA_050377815.1	NO				
GCA_050378255.1	NO				
GCA_050389155.1	NO				
GCA_050389235.1	NO				
GCA_050439585.1	NO				
GCA_050518385.1	NO				
GCA_050518425.1	NO				
GCA_050518475.1	NO				
GCA_050518785.1	NO				
GCA_050519305.1	NO				
GCA_050519525.1	NO				
GCA_050554925.1	NO				
GCA_050571465.1	NO				
GCA_050615355.1	NO				
GCA_050632695.1	NO				
GCA_050703175.1	NO				
GCA_050712745.1	NO				
GCA_050863495.1	NO				
GCA_050866995.1	NO				
GCA_050895255.1	NO				
GCA_050904975.1	NO				
GCA_050932795.1	NO				
GCA_051035105.1	NO				
GCA_051054945.1	NO				
GCA_051054965.1	NO				
GCA_051109355.1	NO				
GCA_051115435.1	NO				
GCA_051123835.1	NO				
GCA_051124185.1	NO				
GCA_051124205.1	NO				
GCA_051150935.1	NO				
GCA_051151615.1	NO				
GCA_051183345.1	NO				
GCA_051188055.1	NO				
GCA_051196975.1	NO				
GCA_051198895.1	NO				
GCA_051198975.1	NO				
GCA_051224845.1	NO				
GCA_051230945.1	NO				
GCA_051233885.1	NO				
GCA_051333225.1	NO				
GCA_051337945.1	NO				
GCA_051345805.1	NO				
GCA_051348765.1	NO				
GCA_051349135.1	NO				
GCA_051368885.1	NO				
GCA_051378365.1	NO				
GCA_051383255.1	NO				
GCA_051440105.1	NO				
GCA_051440185.1	NO				
GCA_051440785.1	NO				
GCA_051462615.1	NO				
GCA_051463545.1	NO				
GCA_051465725.1	NO				
GCA_051466285.1	NO				
GCA_051471305.1	NO				
GCA_051471345.1	NO				
GCA_051471405.1	NO				
GCA_051471725.1	NO				
GCA_051523995.1	NO				
GCA_051524015.1	NO				
GCA_051524035.1	NO				
GCA_051524055.1	NO				
GCA_051524075.1	NO				
GCA_051524095.1	NO				
GCA_051524105.1	NO				
GCA_051524135.1	NO				
GCA_051524155.1	NO				
GCA_051524175.1	NO				
GCA_051524195.1	NO				
GCA_051524215.1	NO				
GCA_051524235.1	NO				
GCA_051524255.1	NO				
GCA_051524275.1	NO				
GCA_051524295.1	NO				
GCA_051524315.1	NO				
GCA_051524335.1	NO				
GCA_051524355.1	NO				
GCA_051524415.1	NO				
GCA_051524435.1	NO				
GCA_051524455.1	NO				
GCA_051524475.1	NO				
GCA_051524515.1	NO				
GCA_051524555.1	NO				
GCA_051524575.1	NO				
GCA_051524595.1	NO				
GCA_051524615.1	NO				
GCA_051524635.1	NO				
GCA_051524675.1	NO				
GCA_051524695.1	NO				
GCA_051524715.1	NO				
GCA_051524735.1	NO				
GCA_051524755.1	NO				
GCA_051524795.1	NO				
GCA_051524815.1	NO				
GCA_051524835.1	NO				
GCA_051524855.1	NO				
GCA_051524875.1	NO				
GCA_051524895.1	NO				
GCA_051524915.1	NO				
GCA_051524935.1	NO				
GCA_051525015.1	NO				
GCA_051525035.1	NO				
GCA_051525055.1	NO				
GCA_051525075.1	NO				
GCA_051525095.1	NO				
GCA_051525115.1	NO				
GCA_051525155.1	NO				
GCA_051525175.1	NO				
GCA_051525215.1	NO				
GCA_051525255.1	NO				
GCA_051525535.1	NO				
GCA_051525555.1	NO				
GCA_051525575.1	NO				
GCA_051525595.1	NO				
GCA_051525615.1	NO				
GCA_051525635.1	NO				
GCA_051525695.1	NO				
GCA_051525715.1	NO				
GCA_051525735.1	NO				
GCA_051525755.1	NO				
GCA_051525775.1	NO				
GCA_051525795.1	NO				
GCA_051525835.1	NO				
GCA_051525935.1	NO				
GCA_051525955.1	NO				
GCA_051526155.1	NO				
GCA_051526175.1	NO				
GCA_051526275.1	NO				
GCA_051526295.1	NO				
GCA_051526335.1	NO				
GCA_051526355.1	NO				
GCA_051526375.1	NO				
GCA_051526435.1	NO				
GCA_051526455.1	NO				
GCA_051526475.1	NO				
GCA_051526495.1	NO				
GCA_051526515.1	NO				
GCA_051526535.1	NO				
GCA_051526555.1	NO				
GCA_051526595.1	NO				
GCA_051526635.1	NO				
GCA_051526695.1	NO				
GCA_051526735.1	NO				
GCA_051526755.1	NO				
GCA_051526775.1	NO				
GCA_051526805.1	NO				
GCA_051526835.1	NO				
GCA_051526915.1	NO				
GCA_051549865.1	NO				
GCA_051549875.1	NO				
GCA_051549885.1	NO				
GCA_051550075.1	NO				
GCA_051550095.1	NO				
GCA_051550105.1	NO				
GCA_051550135.1	NO				
GCA_051550145.1	NO				
GCA_051550155.1	NO				
GCA_051551015.1	NO				
GCA_051557345.1	NO				
GCA_051562975.1	NO				
GCA_051570785.1	NO				
GCA_051571005.1	NO				
GCA_051571885.1	NO				
GCA_051572585.1	NO				
GCA_051573685.1	NO				
GCA_051637725.1	NO				
GCA_051640205.1	NO				
GCA_051655225.1	NO				
GCA_051664105.1	NO				
GCA_051664125.1	NO				
GCA_051685145.1	NO				
GCA_051696825.1	NO				
GCA_051774345.1	NO				
GCA_051802045.1	NO				
GCA_051803325.1	NO				
GCA_051803365.1	NO				
GCA_051803385.1	NO				
GCA_051803985.1	NO				
GCA_051816485.1	NO				
GCA_051816505.1	NO				
GCA_051870595.1	NO				
GCA_051875315.1	NO				
GCA_051901775.1	NO				
GCA_051901795.1	NO				
GCA_051901835.1	NO				
GCA_051902585.1	NO				
GCA_051946495.1	NO				
GCA_051957135.1	NO				
GCA_051972015.1	NO				
GCA_051973295.1	NO				
GCA_051973375.1	NO				
GCA_051975895.1	NO				
GCA_051977235.1	NO				
GCA_051978055.1	NO				
GCA_051979175.1	NO				
GCA_051979225.1	NO				
GCA_051980115.1	NO				
GCA_051981135.1	NO				
GCA_051981215.1	NO				
GCA_051981235.1	NO				
GCA_051999105.1	NO				
GCA_052000145.1	NO				
GCA_052002225.1	NO				
GCA_052007315.1	NO				
GCA_052021905.1	NO				
GCA_052035935.1	NO				
GCA_052051115.1	NO				
GCA_052051755.1	NO				
GCA_052053235.1	NO				
GCA_052079305.1	NO				
GCA_052082005.1	NO				
GCA_052082065.1	NO				
GCA_052082905.1	NO				
GCA_052111985.1	NO				
GCA_052153895.1	NO				
GCA_052214475.1	NO				
GCA_052214655.1	NO				
GCA_052227135.1	NO				
GCA_052227695.1	NO				
GCA_052227915.1	NO				
GCA_052228055.1	NO				
GCA_052228775.1	NO				
GCA_052228975.1	NO				
GCA_052229015.1	NO				
GCA_052245945.1	NO				
GCA_052248095.1	NO				
GCA_052250475.1	NO				
GCA_052341615.1	NO				
GCA_052341685.1	NO				
GCA_052341695.1	NO				
GCA_052342385.1	NO				
GCA_052342735.1	NO				
GCA_052342805.1	NO				
GCA_052342885.1	NO				
GCA_052385995.1	NO				
GCA_052386295.1	NO				
GCA_052386515.1	NO				
GCA_052386655.1	NO				
GCA_052386695.1	NO				
GCA_052386815.1	NO				
GCA_052387275.1	NO				
GCA_052387315.1	NO				
GCA_052387635.1	NO				
GCA_052387655.1	NO				
GCA_052387915.1	NO				
GCA_052543995.1	NO				
GCA_052545395.1	NO				
GCA_052554195.1	NO				
GCA_052558535.1	NO				
GCA_052582235.1	NO				
GCA_052593775.1	NO				
GCA_052610605.1	NO				
GCA_052610705.1	NO				
GCA_052610725.1	NO				
GCA_052610845.1	NO				
GCA_052610885.1	NO				
GCA_052610965.1	NO				
GCA_052611085.1	NO				
GCA_052611145.1	NO				
GCA_052611205.1	NO				
GCA_052611285.1	NO				
GCA_052611345.1	NO				
GCA_052611365.1	NO				
GCA_052611445.1	NO				
GCA_052611465.1	NO				
GCA_052611485.1	NO				
GCA_052611585.1	NO				
GCA_052611625.1	NO				
GCA_052611685.1	NO				
GCA_052634155.1	NO				
GCA_052642135.1	NO				
GCA_052702405.1	NO				
GCA_052708105.1	NO				
GCA_052715525.1	NO				
GCA_052715635.1	NO				
GCA_052715665.1	NO				
GCA_052717585.1	NO				
GCA_052722345.1	NO				
GCA_052725955.1	NO				
GCA_052726075.1	NO				
GCA_052799405.1	NO				
GCA_052822425.1	NO				
GCA_052860045.1	NO				
GCA_052864215.1	NO				
GCA_052865135.1	NO				
GCA_052866415.1	NO				
GCA_052882515.1	NO				
GCA_052882575.1	NO				
GCA_052882635.1	NO				
GCA_052882695.1	NO				
GCA_052882715.1	NO				
GCA_052882775.1	NO				
GCA_052882835.1	NO				
GCA_052882855.1	NO				
GCA_052882895.1	NO				
GCA_052882935.1	NO				
GCA_052882955.1	NO				
GCA_052883035.1	NO				
GCA_052883055.1	NO				
GCA_052883065.1	NO				
GCA_052883155.1	NO				
GCA_052883175.1	NO				
GCA_052883195.1	NO				
GCA_052883295.1	NO				
GCA_052883315.1	NO				
GCA_052883355.1	NO				
GCA_052883395.1	NO				
GCA_052883435.1	NO				
GCA_052883475.1	NO				
GCA_052883515.1	NO				
GCA_052883555.1	NO				
GCA_052883575.1	NO				
GCA_052883635.1	NO				
GCA_052883655.1	NO				
GCA_052883705.1	NO				
GCA_052883775.1	NO				
GCA_052883795.1	NO				
GCA_052883835.1	NO				
GCA_052883875.1	NO				
GCA_052883895.1	NO				
GCA_052883955.1	NO				
GCA_052883975.1	NO				
GCA_052884035.1	NO				
GCA_052884075.1	NO				
GCA_052884115.1	NO				
GCA_052884175.1	NO				
GCA_052884215.1	NO				
GCA_052884235.1	NO				
GCA_052884275.1	NO				
GCA_052884335.1	NO				
GCA_052884355.1	NO				
GCA_052884415.1	NO				
GCA_052884455.1	NO				
GCA_052884475.1	NO				
GCA_052884535.1	NO				
GCA_052884555.1	NO				
GCA_052884595.1	NO				
GCA_052884675.1	NO				
GCA_052884695.1	NO				
GCA_052884715.1	NO				
GCA_052884795.1	NO				
GCA_052884815.1	NO				
GCA_052884835.1	NO				
GCA_052884915.1	NO				
GCA_052884935.1	NO				
GCA_052884955.1	NO				
GCA_052884995.1	NO				
GCA_052885035.1	NO				
GCA_052885075.1	NO				
GCA_052885135.1	NO				
GCA_052885195.1	NO				
GCA_052885215.1	NO				
GCA_052885235.1	NO				
GCA_052885275.1	NO				
GCA_052885335.1	NO				
GCA_052885355.1	NO				
GCA_052885415.1	NO				
GCA_052885455.1	NO				
GCA_052885475.1	NO				
GCA_052885495.1	NO				
GCA_052885575.1	NO				
GCA_052885595.1	NO				
GCA_052885635.1	NO				
GCA_052885695.1	NO				
GCA_052885735.1	NO				
GCA_052885775.1	NO				
GCA_052885815.1	NO				
GCA_052885835.1	NO				
GCA_052885875.1	NO				
GCA_052885935.1	NO				
GCA_052885955.1	NO				
GCA_052885995.1	NO				
GCA_052886035.1	NO				
GCA_052886075.1	NO				
GCA_052886125.1	NO				
GCA_052886175.1	NO				
GCA_052888785.1	NO				
GCA_052888825.1	NO				
GCA_052888845.1	NO				
GCA_052888905.1	NO				
GCA_052888925.1	NO				
GCA_052888965.1	NO				
GCA_052889025.1	NO				
GCA_052889065.1	NO				
GCA_052889085.1	NO				
GCA_052889125.1	NO				
GCA_052889185.1	NO				
GCA_052889205.1	NO				
GCA_052889265.1	NO				
GCA_052889285.1	NO				
GCA_052889345.1	NO				
GCA_052889385.1	NO				
GCA_052889425.1	NO				
GCA_052889465.1	NO				
GCA_052889505.1	NO				
GCA_052889525.1	NO				
GCA_052889565.1	NO				
GCA_052889625.1	NO				
GCA_052889645.1	NO				
GCA_052889665.1	NO				
GCA_052889745.1	NO				
GCA_052889765.1	NO				
GCA_052889785.1	NO				
GCA_052889845.1	NO				
GCA_052889885.1	NO				
GCA_052889905.1	NO				
GCA_052889945.1	NO				
GCA_052890005.1	NO				
GCA_052890025.1	NO				
GCA_052890085.1	NO				
GCA_052890125.1	NO				
GCA_052890145.1	NO				
GCA_052890185.1	NO				
GCA_052890245.1	NO				
GCA_052890265.1	NO				
GCA_052890285.1	NO				
GCA_052890365.1	NO				
GCA_052890385.1	NO				
GCA_052890445.1	NO				
GCA_052890485.1	NO				
GCA_052890505.1	NO				
GCA_052890525.1	NO				
GCA_052890605.1	NO				
GCA_052890625.1	NO				
GCA_052890645.1	NO				
GCA_052890685.1	NO				
GCA_052890725.1	NO				
GCA_052890745.1	NO				
GCA_052890765.1	NO				
GCA_052890785.1	NO				
GCA_052890805.1	NO				
GCA_052890825.1	NO				
GCA_052890845.1	NO				
GCA_052890865.1	NO				
GCA_052890885.1	NO				
GCA_052890905.1	NO				
GCA_052890925.1	NO				
GCA_052890945.1	NO				
GCA_052890965.1	NO				
GCA_052890985.1	NO				
GCA_052891005.1	NO				
GCA_052891025.1	NO				
GCA_052891045.1	NO				
GCA_052891065.1	NO				
GCA_052891085.1	NO				
GCA_052891105.1	NO				
GCA_052891125.1	NO				
GCA_052891145.1	NO				
GCA_052891165.1	NO				
GCA_052891185.1	NO				
GCA_052891205.1	NO				
GCA_052891225.1	NO				
GCA_052891245.1	NO				
GCA_052891265.1	NO				
GCA_052891285.1	NO				
GCA_052891305.1	NO				
GCA_052891325.1	NO				
GCA_052891345.1	NO				
GCA_052891365.1	NO				
GCA_052891385.1	NO				
GCA_052891405.1	NO				
GCA_052891425.1	NO				
GCA_052891445.1	NO				
GCA_052891465.1	NO				
GCA_052891485.1	NO				
GCA_052891505.1	NO				
GCA_052891525.1	NO				
GCA_052891545.1	NO				
GCA_052891565.1	NO				
GCA_052891585.1	NO				
GCA_052891605.1	NO				
GCA_052891625.1	NO				
GCA_052891645.1	NO				
GCA_052891655.1	NO				
GCA_052891685.1	NO				
GCA_052891705.1	NO				
GCA_052891725.1	NO				
GCA_052891745.1	NO				
GCA_052891765.1	NO				
GCA_052891785.1	NO				
GCA_052891805.1	NO				
GCA_052891825.1	NO				
GCA_052891845.1	NO				
GCA_052891865.1	NO				
GCA_052891885.1	NO				
GCA_052891905.1	NO				
GCA_052891925.1	NO				
GCA_052891945.1	NO				
GCA_052891965.1	NO				
GCA_052891985.1	NO				
GCA_052892005.1	NO				
GCA_052892025.1	NO				
GCA_052892045.1	NO				
GCA_052892065.1	NO				
GCA_052892085.1	NO				
GCA_052892105.1	NO				
GCA_052892125.1	NO				
GCA_052892145.1	NO				
GCA_052892165.1	NO				
GCA_052892185.1	NO				
GCA_052892205.1	NO				
GCA_052892225.1	NO				
GCA_052892245.1	NO				
GCA_052892265.1	NO				
GCA_052892285.1	NO				
GCA_052892305.1	NO				
GCA_052892325.1	NO				
GCA_052892345.1	NO				
GCA_052892365.1	NO				
GCA_052892385.1	NO				
GCA_052892405.1	NO				
GCA_052892425.1	NO				
GCA_052892445.1	NO				
GCA_052892465.1	NO				
GCA_052892485.1	NO				
GCA_052892505.1	NO				
GCA_052892525.1	NO				
GCA_052892545.1	NO				
GCA_052892565.1	NO				
GCA_052892585.1	NO				
GCA_052892605.1	NO				
GCA_052892625.1	NO				
GCA_052892645.1	NO				
GCA_052892665.1	NO				
GCA_052892685.1	NO				
GCA_052892705.1	NO				
GCA_052892725.1	NO				
GCA_052892745.1	NO				
GCA_052892765.1	NO				
GCA_052892785.1	NO				
GCA_052892805.1	NO				
GCA_052892825.1	NO				
GCA_052892845.1	NO				
GCA_052892865.1	NO				
GCA_052892885.1	NO				
GCA_052892905.1	NO				
GCA_052892925.1	NO				
GCA_052892945.1	NO				
GCA_052892965.1	NO				
GCA_052892985.1	NO				
GCA_052893005.1	NO				
GCA_052893025.1	NO				
GCA_052893045.1	NO				
GCA_052893065.1	NO				
GCA_052893085.1	NO				
GCA_052893105.1	NO				
GCA_052893125.1	NO				
GCA_052893145.1	NO				
GCA_052893165.1	NO				
GCA_052893185.1	NO				
GCA_052893205.1	NO				
GCA_052893225.1	NO				
GCA_052893245.1	NO				
GCA_052893265.1	NO				
GCA_052893285.1	NO				
GCA_052893305.1	NO				
GCA_052893325.1	NO				
GCA_052893345.1	NO				
GCA_052893365.1	NO				
GCA_052893385.1	NO				
GCA_052893405.1	NO				
GCA_052893425.1	NO				
GCA_052893445.1	NO				
GCA_052893465.1	NO				
GCA_052893485.1	NO				
GCA_052893505.1	NO				
GCA_052893525.1	NO				
GCA_052893545.1	NO				
GCA_052893565.1	NO				
GCA_052893585.1	NO				
GCA_052893605.1	NO				
GCA_052893625.1	NO				
GCA_052893645.1	NO				
GCA_052893665.1	NO				
GCA_052893685.1	NO				
GCA_052893705.1	NO				
GCA_052893725.1	NO				
GCA_052893745.1	NO				
GCA_052893765.1	NO				
GCA_052893785.1	NO				
GCA_052893805.1	NO				
GCA_052893825.1	NO				
GCA_052893845.1	NO				
GCA_052893865.1	NO				
GCA_052893885.1	NO				
GCA_052893905.1	NO				
GCA_052893925.1	NO				
GCA_052893945.1	NO				
GCA_052893965.1	NO				
GCA_052893985.1	NO				
GCA_052894005.1	NO				
GCA_052894025.1	NO				
GCA_052894045.1	NO				
GCA_052894065.1	NO				
GCA_052894085.1	NO				
GCA_052894105.1	NO				
GCA_052894125.1	NO				
GCA_052894145.1	NO				
GCA_052894165.1	NO				
GCA_052894185.1	NO				
GCA_052894205.1	NO				
GCA_052894225.1	NO				
GCA_052894245.1	NO				
GCA_052894265.1	NO				
GCA_052894285.1	NO				
GCA_052894305.1	NO				
GCA_052894325.1	NO				
GCA_052894345.1	NO				
GCA_052894365.1	NO				
GCA_052894385.1	NO				
GCA_052894405.1	NO				
GCA_052894425.1	NO				
GCA_052894445.1	NO				
GCA_052894465.1	NO				
GCA_052894485.1	NO				
GCA_052894505.1	NO				
GCA_052894525.1	NO				
GCA_052894545.1	NO				
GCA_052894565.1	NO				
GCA_052894585.1	NO				
GCA_052894605.1	NO				
GCA_052894625.1	NO				
GCA_052894645.1	NO				
GCA_052894665.1	NO				
GCA_052894685.1	NO				
GCA_052894705.1	NO				
GCA_052894725.1	NO				
GCA_052894745.1	NO				
GCA_052894765.1	NO				
GCA_052894785.1	NO				
GCA_052894805.1	NO				
GCA_052894825.1	NO				
GCA_052894845.1	NO				
GCA_052894865.1	NO				
GCA_052894885.1	NO				
GCA_052894905.1	NO				
GCA_052894925.1	NO				
GCA_052894945.1	NO				
GCA_052894965.1	NO				
GCA_052894985.1	NO				
GCA_052895005.1	NO				
GCA_052895025.1	NO				
GCA_052895045.1	NO				
GCA_052895065.1	NO				
GCA_052895085.1	NO				
GCA_052895105.1	NO				
GCA_052895125.1	NO				
GCA_052895145.1	NO				
GCA_052895165.1	NO				
GCA_052895185.1	NO				
GCA_052895205.1	NO				
GCA_052895225.1	NO				
GCA_052895245.1	NO				
GCA_052895265.1	NO				
GCA_052895285.1	NO				
GCA_052895305.1	NO				
GCA_052895325.1	NO				
GCA_052895345.1	NO				
GCA_052895365.1	NO				
GCA_052895385.1	NO				
GCA_052895405.1	NO				
GCA_052895425.1	NO				
GCA_052895445.1	NO				
GCA_052895465.1	NO				
GCA_052895485.1	NO				
GCA_052895505.1	NO				
GCA_052895525.1	NO				
GCA_052895545.1	NO				
GCA_052895565.1	NO				
GCA_052895585.1	NO				
GCA_052895605.1	NO				
GCA_052895625.1	NO				
GCA_052895645.1	NO				
GCA_052895685.1	NO				
GCA_052895705.1	NO				
GCA_052895725.1	NO				
GCA_052895745.1	NO				
GCA_052895765.1	NO				
GCA_052895785.1	NO				
GCA_052895805.1	NO				
GCA_052895825.1	NO				
GCA_052895845.1	NO				
GCA_052895865.1	NO				
GCA_052895885.1	NO				
GCA_052895905.1	NO				
GCA_052895925.1	NO				
GCA_052895945.1	NO				
GCA_052895965.1	NO				
GCA_052895985.1	NO				
GCA_052896005.1	NO				
GCA_052896025.1	NO				
GCA_052896045.1	NO				
GCA_052896065.1	NO				
GCA_052896085.1	NO				
GCA_052896095.1	NO				
GCA_052896125.1	NO				
GCA_052896145.1	NO				
GCA_052896165.1	NO				
GCA_052896185.1	NO				
GCA_052896205.1	NO				
GCA_052896225.1	NO				
GCA_052896245.1	NO				
GCA_052896265.1	NO				
GCA_052896285.1	NO				
GCA_052896305.1	NO				
GCA_052896325.1	NO				
GCA_052896345.1	NO				
GCA_052896365.1	NO				
GCA_052896385.1	NO				
GCA_052896405.1	NO				
GCA_052896425.1	NO				
GCA_052896445.1	NO				
GCA_052896465.1	NO				
GCA_052896485.1	NO				
GCA_052896505.1	NO				
GCA_052896525.1	NO				
GCA_052896545.1	NO				
GCA_052896565.1	NO				
GCA_052896585.1	NO				
GCA_052896605.1	NO				
GCA_052896625.1	NO				
GCA_052896645.1	NO				
GCA_052896665.1	NO				
GCA_052896685.1	NO				
GCA_052896705.1	NO				
GCA_052896725.1	NO				
GCA_052896745.1	NO				
GCA_052896765.1	NO				
GCA_052896785.1	NO				
GCA_052896805.1	NO				
GCA_052896825.1	NO				
GCA_052896845.1	NO				
GCA_052896865.1	NO				
GCA_052896885.1	NO				
GCA_052896905.1	NO				
GCA_052896925.1	NO				
GCA_052896945.1	NO				
GCA_052896965.1	NO				
GCA_052896985.1	NO				
GCA_052897005.1	NO				
GCA_052897025.1	NO				
GCA_052897045.1	NO				
GCA_052897065.1	NO				
GCA_052914085.1	NO				
GCA_052916745.1	NO				
GCA_052916805.1	NO				
GCA_052917585.1	NO				
GCA_052917605.1	NO				
GCA_052917625.1	NO				
GCA_052919895.1	NO				
GCA_052941615.1	NO				
GCA_052941635.1	NO				
GCA_052958075.1	NO				
GCA_052962415.1	NO				
GCA_052973755.1	NO				
GCA_052995785.1	NO				
GCA_053026405.1	NO				
GCA_053032485.1	NO				
GCA_053035125.1	NO				
GCA_053036025.1	NO				
GCA_053042105.1	NO				
GCA_053058485.1	NO				
GCA_053079865.1	NO				
GCA_053080205.1	NO				
GCA_053080945.1	NO				
GCA_053085485.1	NO				
GCA_053142515.1	NO				
GCA_053156735.1	NO				
GCA_053158205.1	NO				
GCA_053158275.1	NO				
GCA_053169565.1	NO				
GCA_053169645.1	NO				
GCA_053169705.1	NO				
GCA_053169725.1	NO				
GCA_053170815.1	NO				
GCA_053195765.1	NO				
GCA_053201485.1	NO				
GCA_053201505.1	NO				
GCA_053201525.1	NO				
GCA_053201545.1	NO				
GCA_053201565.1	NO				
GCA_053201605.1	NO				
GCA_053201625.1	NO				
GCA_053201645.1	NO				
GCA_053201685.1	NO				
GCA_053201705.1	NO				
GCA_053201725.1	NO				
GCA_053201745.1	NO				
GCA_053201765.1	NO				
GCA_053201785.1	NO				
GCA_053201805.1	NO				
GCA_053201825.1	NO				
GCA_053201845.1	NO				
GCA_053201865.1	NO				
GCA_053201885.1	NO				
GCA_053201905.1	NO				
GCA_053201925.1	NO				
GCA_053201945.1	NO				
GCA_053201965.1	NO				
GCA_053229945.1	NO				
GCA_053231805.1	NO				
GCA_053260355.1	NO				
GCA_053279015.1	NO				
GCA_053279655.1	NO				
GCA_053289625.1	NO				
GCA_053437905.1	NO				
GCA_053464085.1	NO				
GCA_053469225.1	NO				
GCA_053516395.1	NO				
GCA_053645005.1	NO				
GCA_053645105.1	NO				
GCA_053645145.1	NO				
GCA_053645495.1	NO				
GCA_053647395.1	NO				
GCA_053647975.1	NO				
GCA_053648295.1	NO				
GCA_053677155.1	NO				
GCA_053682055.1	NO				
GCA_053682095.1	NO				
GCA_053682115.1	NO				
GCA_053682135.1	NO				
GCA_053682235.1	NO				
GCA_053682655.1	NO				
GCA_053682735.1	NO				
GCA_053682875.1	NO				
GCA_053682895.1	NO				
GCA_053682935.1	NO				
GCA_053683075.1	NO				
GCA_053683095.1	NO				
GCA_053683115.1	NO				
GCA_053683135.1	NO				
GCA_053683175.1	NO				
GCA_053684115.1	NO				
GCA_053684135.1	NO				
GCA_053684155.1	NO				
GCA_053684175.1	NO				
GCA_053686175.1	NO				
GCA_053686215.1	NO				
GCA_053686275.1	NO				
GCA_053688575.1	NO				
GCA_053688595.1	NO				
GCA_053688775.1	NO				
GCA_053688815.1	NO				
GCA_053688875.1	NO				
GCA_053688935.1	NO				
GCA_053689335.1	NO				
GCA_053689475.1	NO				
GCA_053689495.1	NO				
GCA_053689535.1	NO				
GCA_053689655.1	NO				
GCA_053689675.1	NO				
GCA_053690415.1	NO				
GCA_053690455.1	NO				
GCA_053690475.1	NO				
GCA_053767295.1	NO				
GCA_053798235.1	NO				
GCA_053830875.1	NO				
GCA_053835645.1	NO				
GCA_053835745.1	NO				
GCA_053881935.1	NO				
GCA_053898605.1	NO				
GCA_053898625.1	NO				
GCA_054072395.1	NO				
GCA_054087845.1	NO				
GCA_054104385.1	NO				
GCA_054135605.1	NO				
GCA_054153095.1	NO				
GCA_054153115.1	NO				
GCA_054153135.1	NO				
GCA_054204895.1	NO				
GCA_054235105.1	NO				
GCA_054376745.1	NO				
GCA_054376995.1	NO				
GCA_054377015.1	NO				
GCA_054377035.1	NO				
GCA_054377055.1	NO				
GCA_054377075.1	NO				
GCA_054377095.1	NO				
GCA_054377105.1	NO				
GCA_054377135.1	NO				
GCA_054377155.1	NO				
GCA_054377175.1	NO				
GCA_054377225.1	NO				
GCA_054377335.1	NO				
GCA_054377355.1	NO				
GCA_054377365.1	NO				
GCA_054377395.1	NO				
GCA_054377405.1	NO				
GCA_054377435.1	NO				
GCA_054377515.1	NO				
GCA_054377535.1	NO				
GCA_054377555.1	NO				
GCA_054377575.1	NO				
GCA_054377595.1	NO				
GCA_054377615.1	NO				
GCA_054377635.1	NO				
GCA_054377655.1	NO				
GCA_054377955.1	NO				
GCA_054377975.1	NO				
GCA_054377985.1	NO				
GCA_054378025.1	NO				
GCA_054378055.1	NO				
GCA_054378075.1	NO				
GCA_054378115.1	NO				
GCA_054378135.1	NO				
GCA_054378155.1	NO				
GCA_054378175.1	NO				
GCA_054378195.1	NO				
GCA_054378225.1	NO				
GCA_054378255.1	NO				
GCA_054378275.1	NO				
GCA_054378295.1	NO				
GCA_054378315.1	NO				
GCA_054378335.1	NO				
GCA_054378355.1	NO				
GCA_054378375.1	NO				
GCA_054378935.1	NO				
GCA_054378955.1	NO				
GCA_054378975.1	NO				
GCA_054379035.1	NO				
GCA_054379195.1	NO				
GCA_054379235.1	NO				
GCA_054379255.1	NO				
GCA_054379275.1	NO				
GCA_054379295.1	NO				
GCA_054379315.1	NO				
GCA_054379355.1	NO				
GCA_054379365.1	NO				
GCA_054379395.1	NO				
GCA_054379695.1	NO				
GCA_054379705.1	NO				
GCA_054379735.1	NO				
GCA_054379755.1	NO				
GCA_054379765.1	NO				
GCA_054379875.1	NO				
GCA_054379895.1	NO				
GCA_054379915.1	NO				
GCA_054379935.1	NO				
GCA_054379955.1	NO				
GCA_054379975.1	NO				
GCA_054379995.1	NO				
GCA_054380015.1	NO				
GCA_054380035.1	NO				
GCA_054380055.1	NO				
GCA_054380115.1	NO				
GCA_054380135.1	NO				
GCA_054380155.1	NO				
GCA_054404325.1	NO				
GCA_054478735.1	NO				
GCA_054491515.1	NO				
GCA_054553295.1	NO				
GCA_054553355.1	NO				
GCA_054553515.1	NO				
GCA_054644245.1	NO				
